question,question_type,winner,strategy,expected_abstain,predicted_abstain,abstain_correct,answer,context,stale_warning,retrieval_time_sec,inference_time_sec,overall_response_time_sec
How is 2022 FIFA World Cup categorized in football?,competition,hybrid_fixed,fixed,False,False,True,The 2022 FIFA World Cup is categorized in football as the 22nd quadrennial world championship for national football teams organised by FIFA.,"The 2022 FIFA World Cup was the 22nd FIFA World Cup, the quadrennial world championship for national football teams organised by FIFA. It took place in Qatar from 20 November to 18 December 2022, after the country was awarded the hosting rights in 2010. It was the first World Cup to be held in the Middle East and the Arabian Peninsula, and the second in an Asian country after the 2002 tournament in South Korea and Japan.

Electronic Arts' licensed video games FIFA Mobile and FIFA 23 (except on Nintendo Switch) received free updates with tie-in content for the 2022 World Cup on 8 and 9 November 2022, respectively. The update for FIFA 23 added World Cup-themed tournament modes with all teams and two of the stadiums from the event, campaigns and World Cup-themed unlockable content for Ultimate Team mode, and real-time squad and fixture updates during the tournament.
On 24 August 2022, the Panini Group produced themed stickers and a sticker album for a 14th consecutive World Cup. This year, rare cards with coloured borders were included and could be collected, traded, or sold.
On 12 April 2022, FIFA released an over-the-top media service and app revolving around the World Cup called FIFA+, where fans could play games, predict matches, and compete with others.

The sponsors of the 2022 World Cup are divided into seven categories: FIFA Partners, FIFA World Cup Sponsors and African and Middle Eastern, Asian, European, North American and South American supporters. This marks the first time a FIFA World Cup is sponsored by supporters from seven different regions.

The tournament's official mascot was unveiled on 1 April 2022, during the group stage draw. Its name is ""Laʼeeb"" , which is an Arabic word meaning ""super-skilled player"". The official website of FIFA says: ""Laʼeeb will be known for his youthful spirit; spreading joy and confidence everywhere he goes"", and the official backstory of the character, published there, claims that it comes from a parallel world where tournament mascots live, ""a world where ideas and creativity form the basis of characters that live in the minds of everyone"".",False,0.7755447199999708,5.263238204000004,6.038782923999975
What formation did Spain predominantly use when winning UEFA Euro 2008?,country-team,bm25_semantic,semantic,True,True,True,I don't know.,"At UEFA Euro 2008, Spain won all their games in Group D. Italy were the opponents in the quarter-finals, where Spain won 4–2 on penalties. They then met Russia again in the semi-finals, beating them 3–0. In the final, Spain defeated Germany 1–0, with Fernando Torres scoring the only goal of the game, as Spain won their first major title since the 1964 European Championship.

During this period, Spain became the first national team to win three consecutive major titles, including two back-to-back European Championships in 2008 and 2012, while becoming the first European team to win a World Cup held outside of Europe. Also in this period from 2008 to 2013, Spain won the FIFA Team of the Year, the second-most of any nations, behind only Brazil. One year before, from the start of 2007 to the 2009 FIFA Confederations Cup, Spain achieved 35 consecutive undefeated matches, a feat which they shared with Brazil, and a record for the sport at the time. Spain has been a member of FIFA since its founding in 1904, even though the Spanish Football Federation was first established in 1909. The first Spain national football team was constituted in 1920, with the main objective of finding a team that would represent Spain at the 1920 Summer Olympics held in Belgium in that same year.

The Spain national football team has represented Spain in men's international football competition since 1920. It is governed by the Royal Spanish Football Federation, the governing body for football in Spain. Spain is one of eight national teams to have been crowned world champions and has participated in a total of 16 out of 22 FIFA World Cups, winning the 2010 edition, and qualifying consistently since 1978. Spain has participated in a total of 12 out of 17 UEFA European Championships, and are the reigning European champions, having won a record fourth title in 2024.",False,0.051035285000011754,5.26955994900004,5.320595234000052
What formation did Spain predominantly use when winning UEFA Euro 2008?,country-team,hybrid_fixed,fixed,True,True,True,I don't know.,"Having won one World Cup, one Nations League, and three European Championship titles since 2008, Spain is the most successful European national team of the 21st century. The team's achievements from 2008 to 2012 have led many experts and commentators to consider this era's squads one of the best ever teams in football history. During this period, Spain became the first national team to win three consecutive major titles, including two back-to-back European Championships in 2008 and 2012, while becoming the first European team to win a World Cup held outside of Europe. Also in this period from 2008 to 2013, Spain won the FIFA Team of the Year, the second-most of any nations, behind only Brazil. One year before, from the start of 2007 to the 2009 FIFA Confederations Cup, Spain achieved 35 consecutive undefeated matches, a feat which they shared with Brazil, and a record for the sport at the time.

For Euro 2008 Portugal finished second in qualification behind Poland, and won their first two group games against Turkey and the Czech Republic, although a loss to co-hosts Switzerland set up a quarter-final matchup with Germany which the team lost 3–2. After the tournament, Scolari left to take over at Chelsea. Afterwards, Carlos Queiroz was appointed as the head coach of the Portugal national team.

Spain held possession of ball more than their opponents in all matches from 2008 to 2024, a record of 136 games.
We have the same idea as each other. Keep the ball, create movement around and off the ball, get in the spaces to cause danger.

After van Basten resigned following the 2008 European Football Championship, he took over the coaching position at Ajax – again with the help of Cruyff – but resigned already in 2009. Both for the national team (with Bert van Marwijk) and for Ajax (with Martin Jol), people who stood outside the tradition shaped by Michels and Cruyff and promoted a completely different playing style took over. The culmination was the appearance of the Dutch national team in the final of the World Cup in South Africa. The opponent (and later winner) Spain started with 6 players from Barca in the starting lineup and based its play heavily on the principles of the post-Cruyff style. Van Marwijk's team, in contrast, played purely defensively and destructively, which was also reflected in 7 yellow cards and the sending off of John Heitinga.",False,0.8404887180000742,5.2124483399999235,6.052937057999998
"In football, how would you describe AC Milan?",club,bm25_semantic,semantic,False,False,True,"AC Milan is an Italian professional football club based in Milan, Lombardy.","Associazione Calcio Milan , commonly referred to as Milan or AC Milan mainly outside of Italy, is an Italian professional football club based in Milan, Lombardy. Founded in 1899, the club competes in the Serie A, the top tier of Italian football. In its early history, Milan played its home games in different grounds around the city before moving to its current stadium, the San Siro, in 1926. The stadium, which was built by Milan's second chairman, Piero Pirelli, and has been shared with Inter Milan since 1947, is the largest in Italian football, with a total capacity of 75,817. The club has a long-standing rivalry with Inter, with whom they contest the Derby della Madonnina, one of the most followed derbies in football.

In international competitions, Milan is Italy's most successful club. The club has won seven European Cup/Champions League titles, making them the competition's second-most successful team behind Real Madrid, and further honours include five UEFA Super Cups, two UEFA Cup Winners' Cups, a joint record two Latin Cups, a joint record three Intercontinental Cups and one FIFA Club World Cup. Milan is one of the wealthiest clubs in Italian and world football.

Football Club Internazionale Milano, widely referred to as Internazionale or simply Inter , and commonly known as Inter Milan in English-speaking countries, is an Italian professional football club based in Milan, Lombardy. Inter is the only team to have always participated in the top division of Italian football since its debut in 1909, never being relegated to Serie B. Since 1947, Inter has shared the San Siro stadium, the largest stadium in Italy, with AC Milan, with whom it contests the long-standing Derby della Madonnina, one of the most widely followed rivalries in world football. The club was founded in 1908 after a split within the Milan Foot-Ball and Cricket Club (now AC Milan), and won its first championship in 1910. Since its formation, the club has won 37 domestic trophies, including 20 league titles, nine Coppa Italia, and eight Supercoppa Italiana. From 2006 to 2010, the club won five successive league titles, equaling the all-time record at that time.",False,0.052484240000012505,5.299092029999997,5.35157627000001
"In football, how would you describe AC Milan?",club,hybrid_fixed,fixed,False,False,True,"AC Milan is an Italian professional football club based in Milan, Lombardy.","Associazione Calcio Milan , commonly referred to as Milan or AC Milan mainly outside of Italy, is an Italian professional football club based in Milan, Lombardy. Founded in 1899, the club competes in the Serie A, the top tier of Italian football. In its early history, Milan played its home games in different grounds around the city before moving to its current stadium, the San Siro, in 1926. The stadium, which was built by Milan's second chairman, Piero Pirelli, and has been shared with Inter Milan since 1947, is the largest in Italian football, with a total capacity of 75,817. The club has a long-standing rivalry with Inter, with whom they contest the Derby della Madonnina, one of the most followed derbies in football.

Milan Lab
European Club Association
Dynasties in Italian football
List of world champion football clubs

Official website (in Italian, English, and Chinese)
AC Milan at Serie A
AC Milan at UEFA
 Media related to AC Milan at Wikimedia Commons

As of 12 February 2026

Note: Flags indicate national team as defined under FIFA eligibility rules; some limited exceptions apply. Players may hold more than one non-FIFA nationality.

As of 12 February 2026

The following players are part of both Milan Futuro or AC Milan Youth Sector squads and have been called-up to AC Milan for any official competition match. Shirt numbers refer to main squad.

Note: Flags indicate national team as defined under FIFA eligibility rules; some limited exceptions apply. Players may hold more than one non-FIFA nationality.

As of 18 March 2026

Note: Flags indicate national team as defined under FIFA eligibility rules; some limited exceptions apply. Players may hold more than one non-FIFA nationality.

As of 8 July 2025

Milan has had numerous chairmen over the course of its history. Here is a complete list of them.

Below is a list of Milan managers from 1900 until the present day.",False,0.8416232089999767,4.136545503999969,4.9781687129999455
Who was the referee for the 2029 Copa Libertadores final?,unanswerable,bm25_semantic,semantic,True,True,True,I don't know.,"The CONMEBOL Libertadores, also known as Copa Libertadores de América , is an annual continental club football competition organized by CONMEBOL since 1960. It is the highest level of competition in South American club football. The tournament is named after the Libertadores (Spanish and Portuguese for liberators), the leaders of the Spanish American wars of independence and Brazilian independence, so a literal translation of its former name into English is ""Liberators of the Americas' Cup"".

Peru has no titles but 2 runners-up. Venezuela and Bolivia have never reached a final. Beyond them, Mexico, as an invited country, got 3 runners up but no titles when the country participated from 1998 to 2016. The stats are updated as of 2025 final, which will involve Palmeiras and Flamengo, both from Brazil. As of 28 November 2025
Players in bold played in 2025 Copa Libertadores. Copa Libertadores Femenina
Copa Sudamericana
Continental football championships
South American Championship of Champions
Copa Aldao
Copa Simón Bolívar

Goldblatt, David Goldblatt (2008).

During the season, the Dragons also set a new record for longest unbeaten run in the league, with 58 matches, a sequence that had been started during the first half of the 2020–21 edition. One week after the league's conclusion, they added the domestic cup, thus securing the second double in Conceição's reign. On 28 January 2023, still under Conceição, and on their fifth try, Porto won their first ever Taça da Liga title, defeating Sporting CP in the final, thus winning every national trophy available. On 17 December 2023, the team qualified (along with Benfica) to the 2025 FIFA Club World Cup for the first time, as they were the highest-ranked Portuguese club in the UEFA 4-year ranking. At the end of the 2023–2024 season, after having won the Taça de Portugal and coached the team for seven years, Conceição was let go by the newly elected president of FC Porto, André Villas-Boas.

Dorival was fired after losing 4–1 to Argentina at the Monumental de Nuñez, and in his place the federation appointed Italian manager Carlo Ancelotti as a replacement. Brazil qualified for the 2026 FIFA World Cup after a 1–0 victory against Paraguay on 10 June 2025.",False,0.054184222999992926,6.312737040999991,6.366921263999984
Who was the referee for the 2029 Copa Libertadores final?,unanswerable,hybrid_fixed,fixed,True,True,True,I don't know.,"The CONMEBOL Libertadores, also known as Copa Libertadores de América , is an annual continental club football competition organized by CONMEBOL since 1960. It is the highest level of competition in South American club football. The tournament is named after the Libertadores (Spanish and Portuguese for liberators), the leaders of the Spanish American wars of independence and Brazilian independence, so a literal translation of its former name into English is ""Liberators of the Americas' Cup"".

Gambian referee Bakary Gassama and Argentine assistant referee Juan Pablo Belatti were among the officials to serve at their third World Cup. Belatti was an assistant referee in the 2018 final. Other returning officials included referees César Arturo Ramos of Mexico and Janny Sikazwe of Zambia, and Iranian assistant referee Mohammadreza Mansouri.
On 15 December 2022, FIFA announced that Polish referee Szymon Marciniak would adjudicate the final.

On 28 January 2023, still under Conceição, and on their fifth try, Porto won their first ever Taça da Liga title, defeating Sporting CP in the final, thus winning every national trophy available. On 17 December 2023, the team qualified (along with Benfica) to the 2025 FIFA Club World Cup for the first time, as they were the highest-ranked Portuguese club in the UEFA 4-year ranking. At the end of the 2023–2024 season, after having won the Taça de Portugal and coached the team for seven years, Conceição was let go by the newly elected president of FC Porto, André Villas-Boas.

Zinedine Yazid Zidane (French: [zinedin zidan]; born 23 June 1972), popularly known as Zizou (French: [zizu]), is a French professional football manager and former player who played as an attacking midfielder. Widely regarded as one of the greatest players of all time, Zidane was a playmaker renowned for his elegance, vision, passing, and ball control. He received many individual accolades as a player, including being named FIFA World Player of the Year in 1998, 2000 and 2003, and winning the 1998 Ballon d'Or. He last coached La Liga club Real Madrid and is one of the most successful coaches in the world.",False,0.7675641480000195,6.230362007000053,6.997926155000073
How is FIFA World Cup categorized in football?,competition,bm25_semantic,semantic,False,False,True,The FIFA World Cup is categorized in football as a professional international association football competition among the senior men's national teams of the members of the Fédération Internationale de Football Association (FIFA).,"The FIFA World Cup, often called the World Cup, is an international association football competition among the senior men's national teams of the members of the Fédération Internationale de Football Association (FIFA), the sport's global governing body. The tournament has been held every four years since the inaugural tournament in 1930, with the exception of 1942 and 1946 due to the Second World War.

The choice to host the World Cup in Qatar attracted significant criticism, with concerns raised over the country's treatment of migrant workers, women, and members of the LGBTQ+ community, as well as Qatar's climate, lack of a strong football culture, scheduling changes, and allegations of bribery for hosting rights and wider FIFA corruption. The FIFA World Cup is a professional football tournament held between national football teams, organised by FIFA. The tournament, held every four years, was first played in 1930 in Uruguay, and has been contested by 32 teams since the 1998 event. The tournament was contested with eight round-robin groups followed by a knockout round for 16 teams. The defending champions were France, who defeated Croatia 4–2 in the 2018 FIFA World Cup Final.

The various controversies surrounding the World Cup in Qatar led to questions over how the tournament would be covered in the media, and whether they would be discussed or addressed during coverage. The match between England and the United States in the group stage was seen by approximately 20 million viewers across both Fox and Telemundo, ranking among the highest-rated associated football broadcasts in the United States (behind a 2014 World Cup match that drew 24.7 million). The sponsors of the 2022 World Cup are divided into seven categories: FIFA Partners, FIFA World Cup Sponsors and African and Middle Eastern, Asian, European, North American and South American supporters. This marks the first time a FIFA World Cup is sponsored by supporters from seven different regions.",False,0.0516640970000708,3.169338262999986,3.221002360000057
How is FIFA World Cup categorized in football?,competition,hybrid_fixed,fixed,False,False,True,The FIFA World Cup is categorized in football as the most prestigious international soccer tournament.,"FIFA is a sports governing body that organizes soccer events all over the world. FIFA outlines several objectives in its organisational statutes, including growing soccer internationally, ensuring it is accessible to everyone, and advocating for integrity and fair play. It is responsible for organising and promoting soccer's major international tournaments, notably the World Cup which began in 1930, and the Women's World Cup which commenced in 1991. Although FIFA does not solely set the laws of the game, that being the responsibility of the International Football Association Board of which FIFA is a member, it applies and enforces the rules across all FIFA competitions. All FIFA tournaments generate revenue from sponsorships; in 2022, FIFA had revenues of over US$5.8 billion, ending the 2019–2022 cycle with a net positive of $1.2 billion, and cash reserves of over $3.9 billion.

The sponsors of the 2018 World Cup are divided into four categories: FIFA Partners, FIFA World Cup Sponsors and African, Asian and European supporters. This marks the first time a FIFA World Cup is sponsored by supporters from three different regions.

In all, 80 nations have played in at least one World Cup. Of these, eight national teams have won the World Cup, and they have added stars to their badges, with each star representing a World Cup victory. Uruguay, however, chose to display four stars on their badge, representing their two gold medals at the 1924 and 1928 Summer Olympics, which are recognized by FIFA as World Championships, and their two World Cup titles in 1930 and 1950.
With five titles, Brazil are the most successful World Cup team and also the only nation to have played in every World Cup (22) to date. Brazil were also the first team to win the World Cup for the third (1970), fourth (1994) and fifth (2002) time. Italy (1934 and 1938) and Brazil (1958 and 1962) are the only nations to have won consecutive titles. West Germany and Brazil are the only nations to appear in three consecutive World Cup finals. Germany has made the most top-four finishes (13), medals (12), as well as the most finals (8).",False,0.7797566189999543,4.471670458999938,5.251427077999892
How is Bundesliga categorized in football?,competition,bm25_semantic,semantic,False,False,True,The Bundesliga is categorized as the highest level of the German football league system.,"The Bundesliga is composed of two divisions: the 1. Bundesliga (although it is rarely referred to with the First prefix), and, below that, the 2. Bundesliga (2nd Bundesliga), which has been the second tier of German football since 1974. The Bundesligen (plural) are professional leagues.

The Bundesliga , sometimes referred to as the Fußball-Bundesliga or 1. Bundesliga , is a professional association football league in Germany and the highest level of the German football league system. The Bundesliga comprises 18 teams and operates on a system of promotion and relegation with the 2. Bundesliga.

The Bundesliga is one of the top national leagues in Europe. For the 2024–25 season, it ranks fourth in UEFA’s league coefficient based on performances in European competitions over the past five seasons. The Bundesliga led the UEFA ranking from 1976 to 1984 and in 1990, and has produced the continent’s top-rated club seven times. Bundesliga clubs have won eight UEFA Champions League, seven UEFA Europa League, four European Cup Winners' Cup, two UEFA Super Cup, two FIFA Club World Cup, and three Intercontinental Cup titles. Its players have received nine Ballon d'Or awards, two The Best FIFA Men's Player awards, five European Golden Shoe, and three UEFA Men's Player of the Year awards, including UEFA Club Footballer of the Year. The Bundesliga is the second-highest league by average attendance as of 2024–25, with 38,656 spectators per game, behind only the English Premier League. Bayern Munich are the current champions, securing the 2024–25 Bundesliga title with two games to spare.",False,0.048613394000085464,4.162453996999943,4.211067391000029
How is Bundesliga categorized in football?,competition,hybrid_fixed,fixed,False,False,True,The Bundesliga is categorized as a professional association football league in Germany and the highest level of the German football league system.,"The Bundesliga is composed of two divisions: the 1. Bundesliga (although it is rarely referred to with the First prefix), and, below that, the 2. Bundesliga (2nd Bundesliga), which has been the second tier of German football since 1974. The Bundesligen (plural) are professional leagues. Since 2008, the 3. Liga (3rd League) in Germany has also been a professional league, but may not be called Bundesliga because the league is run by the German Football Association (DFB) and not, as are the two Bundesligen, by the German Football League (DFL).

The Bundesliga is one of the top national leagues in Europe. For the 2024–25 season, it ranks fourth in UEFA’s league coefficient based on performances in European competitions over the past five seasons. The Bundesliga led the UEFA ranking from 1976 to 1984 and in 1990, and has produced the continent’s top-rated club seven times. Bundesliga clubs have won eight UEFA Champions League, seven UEFA Europa League, four European Cup Winners' Cup, two UEFA Super Cup, two FIFA Club World Cup, and three Intercontinental Cup titles. Its players have received nine Ballon d'Or awards, two The Best FIFA Men's Player awards, five European Golden Shoe, and three UEFA Men's Player of the Year awards, including UEFA Club Footballer of the Year. The Bundesliga is the second-highest league by average attendance as of 2024–25, with 38,656 spectators per game, behind only the English Premier League.
Bayern Munich are the current champions, securing the 2024–25 Bundesliga title with two games to spare.

The Bundesliga , sometimes referred to as the Fußball-Bundesliga or 1. Bundesliga , is a professional association football league in Germany and the highest level of the German football league system. The Bundesliga comprises 18 teams and operates on a system of promotion and relegation with the 2. Bundesliga. Seasons run from August to May. Games are played on Fridays, Saturdays and Sundays, with a focus on Saturdays. All Bundesliga clubs take part in the DFB-Pokal cup competition. The winner of the Bundesliga qualifies for the DFL-Supercup.",False,0.7661937999999964,5.184356440999977,5.9505502409999735
"In international football, what country is Germany national football team associated with?",country-team,bm25_semantic,semantic,False,False,True,Germany is the country associated with the Germany national football team.,"The Germany national football team represents Germany in men's international football and played its first match in 1908. The team is governed by the German Football Association , founded in 1900. Between 1949 and 1990, separate German national teams were recognised by FIFA due to Allied occupation and division: the DFB's team representing the Federal Republic of Germany (commonly referred to as West Germany in English between 1949 and 1990), the Saarland team representing the Saar Protectorate and the East Germany team representing the German Democratic Republic . The latter two were absorbed along with their records; the present team represents the reunified Federal Republic.

The official name and code ""Germany FR (FRG)"" was shortened to ""Germany (GER)"" following reunification in 1990. Germany is one of the most successful national teams in international competitions, having won four FIFA World Cups (1954, 1974, 1990, and 2014), tied with Italy, and only one fewer than the most successful team, Brazil. Having won three European Championships (1972, 1980, and 1996) Germany is second behind Spain, the record holder in that international competition with four. Germany also won the FIFA Confederations Cup in 2017. They have also been runners-up at the European Championship three times, and four times at the World Cup, with a further four third-place finishes at the World Cup.

Between 1899 and 1901, prior to the formation of a national team, there were five international matches between Germany and English selection teams, which are today not recognised as official by either nation's football association (in part because England fielded their amateur side, which was an overflow or B team). All five matches ended in large defeats for the Germany teams, including a 12–0 loss at White Hart Lane in September 1901. Eight years after the establishment of the German Football Association (DFB) in 1900, the first official match of the Germany national football team was played on 5 April 1908, against Switzerland in Basel, with the Swiss winning 5–3.

The Brazil national football team , nicknamed Seleção Canarinho (""Canary Squad"", after their bright yellow jersey), represents Brazil in men's international football and is administered by the Confederação Brasileira de Futebol (English: Brazilian Football Confederation), the governing body of football in Brazil. It has been a member of FIFA since 1923 and a founding member of CONMEBOL since 1916.",False,0.05067678700004308,6.226875426999982,6.277552214000025
"In international football, what country is Germany national football team associated with?",country-team,hybrid_fixed,fixed,False,False,True,Germany national football team is associated with Germany.,"The Germany national football team represents Germany in men's international football and played its first match in 1908. The team is governed by the German Football Association , founded in 1900. Between 1949 and 1990, separate German national teams were recognised by FIFA due to Allied occupation and division: the DFB's team representing the Federal Republic of Germany (commonly referred to as West Germany in English between 1949 and 1990), the Saarland team representing the Saar Protectorate and the East Germany team representing the German Democratic Republic . The latter two were absorbed along with their records; the present team represents the reunified Federal Republic. The official name and code ""Germany FR (FRG)"" was shortened to ""Germany (GER)"" following reunification in 1990.

The Italy national football team (Italian: Nazionale di calcio dell'Italia) has represented Italy in men's international football since its first match in 1910. The national team is controlled by the Italian Football Federation (FIGC), the governing body for football in Italy, which is a co-founder and member of UEFA. Italy's home matches are played at various stadiums throughout Italy, and its primary training ground and technical headquarters, Centro Tecnico Federale di Coverciano, is located in Florence.

The Brazil national football team , nicknamed Seleção Canarinho (""Canary Squad"", after their bright yellow jersey), represents Brazil in men's international football and is administered by the Confederação Brasileira de Futebol (English: Brazilian Football Confederation), the governing body of football in Brazil. It has been a member of FIFA since 1923 and a founding member of CONMEBOL since 1916. It was also a member of PFC, the unified confederation of the Americas from 1946 to 1961.",False,0.8246524310000041,3.127201538999998,3.951853970000002
How is 2014 FIFA World Cup categorized in football?,competition,bm25_semantic,semantic,False,False,True,The 2014 FIFA World Cup is categorized in football as a professional international association football competition among the senior men's national teams of the members of the Fédération Internationale de Football Association (FIFA).,"The 2014 FIFA World Cup was the 20th FIFA World Cup, the quadrennial world championship for men's national football teams organised by FIFA. It took place in Brazil from 12 June to 13 July 2014, after the country was awarded the hosting rights in 2007. It was the second time that Brazil staged the competition, the first being in 1950, and the fifth time that it was held in South America.

The choice to host the World Cup in Qatar attracted significant criticism, with concerns raised over the country's treatment of migrant workers, women, and members of the LGBTQ+ community, as well as Qatar's climate, lack of a strong football culture, scheduling changes, and allegations of bribery for hosting rights and wider FIFA corruption. The FIFA World Cup is a professional football tournament held between national football teams, organised by FIFA. The tournament, held every four years, was first played in 1930 in Uruguay, and has been contested by 32 teams since the 1998 event. The tournament was contested with eight round-robin groups followed by a knockout round for 16 teams. The defending champions were France, who defeated Croatia 4–2 in the 2018 FIFA World Cup Final.

The FIFA World Cup, often called the World Cup, is an international association football competition among the senior men's national teams of the members of the Fédération Internationale de Football Association (FIFA), the sport's global governing body. The tournament has been held every four years since the inaugural tournament in 1930, with the exception of 1942 and 1946 due to the Second World War.

The various controversies surrounding the World Cup in Qatar led to questions over how the tournament would be covered in the media, and whether they would be discussed or addressed during coverage. The match between England and the United States in the group stage was seen by approximately 20 million viewers across both Fox and Telemundo, ranking among the highest-rated associated football broadcasts in the United States (behind a 2014 World Cup match that drew 24.7 million). The sponsors of the 2022 World Cup are divided into seven categories: FIFA Partners, FIFA World Cup Sponsors and African and Middle Eastern, Asian, European, North American and South American supporters. This marks the first time a FIFA World Cup is sponsored by supporters from seven different regions.",False,0.05055606299993087,6.67854026100008,6.729096324000011
How is 2014 FIFA World Cup categorized in football?,competition,hybrid_fixed,fixed,False,False,True,The 2014 FIFA World Cup is categorized in football as the 20th quadrennial world championship for men's national football teams organised by FIFA.,"The 2014 FIFA World Cup was the 20th FIFA World Cup, the quadrennial world championship for men's national football teams organised by FIFA. It took place in Brazil from 12 June to 13 July 2014, after the country was awarded the hosting rights in 2007. It was the second time that Brazil staged the competition, the first being in 1950, and the fifth time that it was held in South America.

The marketing of the 2014 FIFA World Cup included sale of tickets, support from sponsors and promotion through events that utilise the symbols and songs of the tournament. Popular merchandise included items featuring the official mascot as well as an official video game that has been developed by EA Sports. As a partner of the German Football Association, part of German major airline Lufthansa's fleet was branded ""Fanhansa"" for the time being. Branded planes flew the Germany national team, media representatives and football fans to Brazil.
The Sony Xperia Z2 was dubbed the ""official smartphone of the 2014 FIFA World Cup"".

The sponsors of the 2014 World Cup are divided into three categories: FIFA Partners, FIFA World Cup Sponsors and National Supporters.

The official mascot of this World Cup was ""Fuleco""

The official match ball was ""Brazuca"", manufactured by Adidas.

nation in history with six World Cups – four for the men's team and two for the women's. At the end of the 2014 World Cup, Germany earned the second highest Elo rating of any national football team in history, with 2,223 points. Germany is also the only European nation that has won a FIFA World Cup in the Americas.

The 2014 FIFA World Cup generated various controversies, including demonstrations, some of which took place even before the tournament started. Furthermore, there were various issues with safety, including the death of eight workers and a fire during construction, breaches into stadiums, an unstable makeshift staircase at the Maracanã Stadium, a monorail collapse, and the collapse of an unfinished overpass in Belo Horizonte. The houses of thousands of families living in Rio de Janeiro’s slums were cleared for redevelopments for the World Cup in spite of protests and resistance. Favela do Metrô, near the Maracanã Stadium, was completely destroyed as a result, having previously housed 700 families in 2010.",False,0.7699604479998925,4.16370897999991,4.933669427999803
Who scored the fastest goal in the FIFA World Cup 2030?,unanswerable,bm25_semantic,semantic,True,True,True,I don't know.,"Lionel Andrés ""Leo"" Messi (born 24 June 1987) is an Argentine professional footballer who plays as a forward for and captains both Major League Soccer club Inter Miami and the Argentina national team. Widely regarded as one of the greatest players in history, Messi has set numerous records for individual accolades won throughout his professional footballing career, including eight Ballon d'Ors, six European Golden Shoes, and eight times being named the world's best player by FIFA. In 2025, he was named the All Time Men's World Best Player by the IFFHS. He is the most decorated player in the history of professional football, having won 46 team trophies. Messi's records include most goals in a calendar year (91), most goals for a single club (672 for Barcelona), most goals in La Liga (474), most assists in international football (61), most goal contributions in the FIFA World Cup (21), and most goal contributions in the Copa América (32).

On 8 October 2025, he netted a brace in a 3–0 away win over Djibouti, sealing his nation's qualification for the 2026 FIFA World Cup. With his brace against Djibouti, he became the all-time top scorer in the history of the African World Cup qualifiers, by netting 20 goals for Egypt. He surpassed the previous joint record of 18 goals held by Didier Drogba, Samuel Eto'o, Moumouni Dagano, and Islam Slimani. On 10 January 2026, following Salah's goal against Ivory Coast in the quarter-finals of the 2025 Africa Cup of Nations, he became the first and only African player to score against 11 different teams in the history of the Africa Cup of Nations. However, Egypt eventually finished fourth at the African tournament.

Messi was named the MLS Most Valuable Player for the season. During the 2025 season, Messi became the fastest player in MLS history to reach 40 league goals. He ended the season by winning the MLS Golden Boot as the league's top scorer, with 29 goals and 19 assists in 28 games. On 23 October, he signed a contract extension with the club through 2028, by which time he would be 41 years old.",False,0.050560727000174666,6.235595203000003,6.286155930000177
Who scored the fastest goal in the FIFA World Cup 2030?,unanswerable,hybrid_fixed,fixed,True,True,True,I don't know.,"Lionel Andrés ""Leo"" Messi (born 24 June 1987) is an Argentine professional footballer who plays as a forward for and captains both Major League Soccer club Inter Miami and the Argentina national team. Widely regarded as one of the greatest players in history, Messi has set numerous records for individual accolades won throughout his professional footballing career, including eight Ballon d'Ors, six European Golden Shoes, and eight times being named the world's best player by FIFA. In 2025, he was named the All Time Men's World Best Player by the IFFHS. He is the most decorated player in the history of professional football, having won 46 team trophies. Messi's records include most goals in a calendar year (91), most goals for a single club (672 for Barcelona), most goals in La Liga (474), most assists in international football (61), most goal contributions in the FIFA World Cup (21), and most goal contributions in the Copa América (32). Messi has scored over 900 senior career goals and

On 19 June 2021, in Poland's second group stage match of UEFA Euro 2020 against Spain, Lewandowski scored the equalising goal in a 1–1 draw. He became the first Polish player to score in three consecutive European Championships. On 23 June, he scored a brace in a 3–2 defeat against Sweden, but Poland finished last in their group and were knocked out in the group stage.
Lewandowski was selected for the national squad ahead of the 2022 FIFA World Cup in Qatar. During the first match against Mexico, he missed a penalty. However, in the second match against Saudi Arabia, Lewandowski scored his first FIFA World Cup goal Poland 2–0. He scored his second World Cup goal on a penalty in a 3–1 loss against France in the round of 16.",False,0.8357742360001339,3.182483044000037,4.018257280000171
